customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00177,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,93.96,1943.7,No
CUST-00178,Male,0,Yes,Yes,20,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.76,1253.42,No
CUST-00179,Male,1,Yes,No,11,No,Yes,No,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),103.35,7093.83,No
CUST-00180,Male,1,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,60.51,2214.26,No
CUST-00181,Male,0,Yes,Yes,41,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,116.2,1124.77,No
CUST-00182,Male,0,Yes,Yes,16,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,28.14,975.74,No
CUST-00183,Female,0,Yes,Yes,47,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.58,5605.92,No
CUST-00184,Male,0,No,Yes,27,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.58,68.54,No
CUST-00185,Male,1,No,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),60.52,3781.01,No
CUST-00186,Male,0,No,No,46,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,41.06,968.59,No
CUST-00187,Female,0,Yes,No,17,No,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.3,6800.31,Yes
CUST-00188,Male,0,No,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,95.59,7668.43,No
CUST-00189,Male,0,No,No,12,Yes,No,No,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.48,7670.86,Yes
CUST-00190,Female,0,No,No,12,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.44,3546.87,No
CUST-00191,Male,0,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,93.16,5163.23,Yes
CUST-00192,Male,0,No,Yes,1,Yes,No phone service,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,45.69,4805.64,Yes
CUST-00193,Male,0,Yes,No,15,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,37.52,2813.31,No
CUST-00194,Male,0,Yes,Yes,8,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.07,3563.63,No
CUST-00195,Male,0,No,Yes,37,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),104.28,533.3,No
CUST-00196,Female,0,No,No,53,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.15,6369.68,No
CUST-00197,Female,0,No,Yes,55,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,73.14,1941.61,No
CUST-00198,Female,0,Yes,Yes,44,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.27,3695.01,No
CUST-00199,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.46,3855.35,No
CUST-00200,Male,0,No,Yes,8,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,33.2,4494.48,No
CUST-00201,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,115.58,6546.66,No
CUST-00202,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),100.04,5541.21,No
CUST-00203,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.8,5311.24,Yes
CUST-00204,Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),73.82,4223.43,No
CUST-00205,Female,0,Yes,No,2,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.22,785.73,Yes
CUST-00206,Male,1,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),69.48,3228.03,No
CUST-00207,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),50.0,7659.39,No
CUST-00208,Female,0,Yes,No,43,No,Yes,No,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),36.04,7964.47,No
CUST-00209,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,84.76,5849.38,No
CUST-00210,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,112.94,1835.57,No
CUST-00211,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,35.36,833.09,No
CUST-00212,Male,0,No,No,53,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,38.0,3329.82,No
CUST-00213,Male,0,No,Yes,64,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.36,6855.44,No
CUST-00214,Male,0,No,Yes,20,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,100.69,5780.48,No
CUST-00215,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,49.39,7073.46,No
CUST-00216,Male,1,No,Yes,56,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.39,4933.89,No
CUST-00217,Female,0,Yes,No,48,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),82.0,1060.02,Yes
CUST-00218,Male,1,No,Yes,53,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),73.56,936.07,No
CUST-00219,Female,0,Yes,No,9,Yes,No phone service,No,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),26.02,403.06,No
CUST-00220,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),28.15,4545.3,No
CUST-00221,Male,1,No,Yes,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.3,1958.23,No
CUST-00222,Male,0,No,No,46,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.51,5880.38,No
CUST-00223,Female,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),117.1,5496.27,No
CUST-00224,Female,0,Yes,Yes,45,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),87.85,2558.52,No
CUST-00225,Female,0,No,No,12,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,21.01,1430.88,No
CUST-00226,Female,0,No,No,36,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,68.1,837.15,Yes
CUST-00227,Male,0,Yes,Yes,23,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,61.44,5903.78,No
CUST-00228,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,30.67,3614.52,No
CUST-00229,Male,0,Yes,No,13,Yes,No phone service,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),112.32,2601.77,Yes
CUST-00230,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,100.5,6856.09,Yes
CUST-00231,Female,0,No,Yes,34,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,43.01,4757.03,No
CUST-00232,Female,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),45.6,4153.66,No
CUST-00233,Female,0,Yes,No,2,No,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),23.2,5952.17,No
CUST-00234,Female,0,No,No,16,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),49.67,6528.35,No
CUST-00235,Female,0,No,No,11,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.46,5494.86,No
CUST-00236,Female,1,No,No,53,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,62.08,3531.25,Yes
CUST-00237,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),116.93,3046.8,No
CUST-00238,Female,0,Yes,Yes,28,Yes,No,No,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),25.61,6177.89,No
CUST-00239,Male,0,No,No,42,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.14,4152.9,No
CUST-00240,Female,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),105.83,5641.0,Yes
CUST-00241,Female,0,No,No,59,Yes,No phone service,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,68.07,7125.38,No
CUST-00242,Male,0,No,Yes,64,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),20.3,7328.81,No
CUST-00243,Female,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,44.28,2236.17,No
CUST-00244,Male,0,No,Yes,15,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,52.38,1519.36,No
CUST-00245,Male,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,116.6,2105.07,No
CUST-00246,Female,1,No,Yes,57,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,111.18,6015.95,Yes
CUST-00247,Male,0,No,Yes,26,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,114.92,2973.06,Yes
CUST-00248,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,102.58,1403.65,No
CUST-00249,Male,1,Yes,Yes,41,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),55.16,805.12,No
CUST-00250,Male,0,Yes,Yes,58,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,110.59,2631.96,No
CUST-00251,Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,118.17,1106.37,Yes
CUST-00252,Male,1,Yes,No,33,Yes,No phone service,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.01,1267.86,No
CUST-00253,Female,0,Yes,Yes,36,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46.06,5477.39,Yes
CUST-00254,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),74.69,177.46,Yes
CUST-00255,Male,0,No,No,6,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,38.72,958.08,No
CUST-00256,Male,0,No,No,24,No,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,23.26,6758.04,No
CUST-00257,Male,0,No,No,32,No,Yes,No,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,114.58,6762.41,Yes
CUST-00258,Female,0,No,No,54,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),112.57,2647.36,Yes
CUST-00259,Female,1,Yes,Yes,57,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,36.27,721.87,No
CUST-00260,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),60.77,5645.66,No
CUST-00261,Male,0,No,Yes,56,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),103.1,2893.85,No
CUST-00262,Female,0,No,No,11,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,86.1,382.81,No
CUST-00263,Male,0,Yes,Yes,15,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,59.48,1279.46,No
CUST-00264,Male,0,No,Yes,42,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,94.42,1114.97,Yes
CUST-00265,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),109.7,4721.15,Yes
CUST-00266,Female,0,No,Yes,50,Yes,No phone service,No,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,112.62,7186.98,No
CUST-00267,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,57.88,6348.71,Yes
CUST-00268,Female,1,Yes,No,7,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),37.36,4381.2,No
CUST-00269,Male,0,No,Yes,71,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,111.28,3388.8,No
CUST-00270,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,29.26,4957.04,No
CUST-00271,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),92.17,3561.63,No
CUST-00272,Female,0,Yes,No,3,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.05,1983.87,No
CUST-00273,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),58.94,5440.0,Yes
CUST-00274,Female,0,Yes,No,28,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),61.16,6988.49,No
CUST-00275,Male,0,No,Yes,28,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,35.88,2995.51,Yes
CUST-00276,Female,0,No,Yes,27,Yes,No phone service,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,112.27,6735.48,No
CUST-00277,Male,0,Yes,Yes,43,Yes,No phone service,No,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,20.27,3460.03,No
CUST-00278,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,109.38,3222.66,Yes
CUST-00279,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),108.38,246.03,No
CUST-00280,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),51.7,5568.33,Yes
CUST-00281,Female,0,No,No,55,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),90.43,6463.87,No
CUST-00282,Female,0,Yes,No,49,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.28,5315.18,No
CUST-00283,Female,0,Yes,No,14,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,95.88,1227.86,Yes
CUST-00284,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,76.11,844.28,Yes
CUST-00285,Female,0,Yes,Yes,27,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.02,4591.41,No
CUST-00286,Male,1,No,No,21,No,No,No,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,60.02,3224.1,No
CUST-00287,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.99,3444.2,Yes
CUST-00288,Male,0,No,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,110.61,7743.05,No
CUST-00289,Male,0,No,Yes,70,Yes,Yes,No,No,No,No,Yes,Yes,No,One year,No,Electronic check,33.07,5796.9,No
CUST-00290,Female,1,No,No,56,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,77.14,3306.07,Yes
CUST-00291,Male,0,Yes,Yes,25,Yes,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),45.37,172.41,No
CUST-00292,Male,0,No,No,24,Yes,No phone service,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.14,292.08,No
CUST-00293,Male,0,Yes,No,9,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,27.02,5484.73,No
CUST-00294,Female,0,Yes,Yes,44,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,88.9,6705.16,No
CUST-00295,Female,0,No,Yes,10,No,No phone service,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),37.49,5667.47,Yes
CUST-00296,Female,1,No,No,52,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),79.64,3258.98,No
CUST-00297,Female,1,No,No,71,Yes,No phone service,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,103.57,268.46,No
CUST-00298,Male,0,No,No,67,Yes,Yes,No,Yes,Yes,No,No,No,No,Two year,No,Mailed check,95.51,7739.87,Yes
CUST-00299,Male,0,No,Yes,27,Yes,No phone service,No,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),95.29,7890.96,Yes
CUST-00300,Female,1,Yes,No,64,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,71.78,4403.93,No
CUST-00301,Male,0,No,No,48,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.07,583.95,No
CUST-00302,Male,0,No,No,46,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,78.81,4336.96,No
CUST-00303,Male,0,Yes,No,51,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),111.75,7140.86,No
CUST-00304,Female,0,Yes,No,53,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.65,5446.28,No
CUST-00305,Female,0,No,Yes,59,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,70.6,5765.51,No
CUST-00306,Male,0,Yes,No,56,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),42.24,698.06,Yes
CUST-00307,Female,1,No,No,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),74.48,869.96,Yes
CUST-00308,Female,1,Yes,No,30,Yes,No phone service,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.06,1036.24,No
CUST-00309,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,106.97,7236.93,No
CUST-00310,Female,0,No,Yes,25,Yes,No phone service,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),87.59,4216.28,No
CUST-00311,Female,1,Yes,Yes,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,119.36,6336.77,No
CUST-00312,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),29.21,940.02,No
CUST-00313,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,44.07,7422.59,Yes
CUST-00314,Male,1,Yes,No,32,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),107.72,6572.71,No
CUST-00315,Male,1,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,59.53,1813.62,No
CUST-00316,Female,0,Yes,Yes,37,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,66.63,6995.97,Yes
CUST-00317,Male,0,No,Yes,26,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,106.07,2122.27,No
CUST-00318,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,72.18,1658.61,No
CUST-00319,Male,0,Yes,No,60,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),39.35,2128.67,No
CUST-00320,Female,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,109.2,7281.44,No
CUST-00321,Female,0,No,Yes,45,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,23.11,7326.42,Yes
CUST-00322,Male,0,No,Yes,68,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),109.54,2645.39,No
CUST-00323,Female,0,Yes,No,5,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),25.05,5649.36,No
CUST-00324,Female,0,No,No,37,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.58,5412.45,No
CUST-00325,Female,0,Yes,No,61,Yes,No phone service,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,27.17,6456.37,No
CUST-00326,Female,1,No,Yes,61,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),90.62,2386.15,No
CUST-00327,Male,0,Yes,Yes,45,No,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),23.4,4090.91,Yes
CUST-00328,Male,0,Yes,No,12,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.25,5348.04,No
CUST-00329,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),66.59,229.53,No
CUST-00330,Female,0,No,No,5,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),29.35,3026.38,No
CUST-00331,Male,0,Yes,Yes,7,Yes,No phone service,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.68,5573.19,Yes
CUST-00332,Male,0,No,Yes,43,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,68.93,2035.71,No
CUST-00333,Female,0,No,Yes,32,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.09,7662.48,No
CUST-00334,Male,0,No,Yes,49,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,21.57,260.69,No
CUST-00335,Female,0,Yes,No,10,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.8,7665.54,No
CUST-00336,Female,0,Yes,Yes,27,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,28.56,1749.78,No
CUST-00337,Male,1,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),29.42,409.6,No
CUST-00338,Male,0,No,No,40,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,46.73,2353.94,No
CUST-00339,Female,0,No,No,15,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),83.05,6294.53,No
CUST-00340,Female,0,Yes,Yes,67,No,No phone service,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,72.99,6024.49,No
CUST-00341,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),26.9,1686.55,No
CUST-00342,Female,0,No,No,55,No,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),116.84,1590.39,No
CUST-00343,Male,0,No,No,63,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,108.72,5147.79,No
CUST-00344,Female,1,No,Yes,58,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),45.92,3675.5,No
CUST-00345,Male,0,No,Yes,61,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),32.23,6342.47,No
CUST-00346,Male,0,No,No,10,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,114.24,212.58,Yes
CUST-00347,Male,0,No,Yes,17,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,66.11,4891.09,No
CUST-00348,Female,1,Yes,No,18,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.12,5850.76,Yes
CUST-00349,Female,0,No,No,54,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.04,7947.22,No
CUST-00350,Male,0,Yes,Yes,25,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.27,5436.68,Yes
CUST-00351,Female,0,No,No,5,Yes,No,No,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),36.84,1870.12,No
CUST-00352,Male,0,No,Yes,3,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),96.75,883.33,Yes
CUST-00353,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),94.94,5134.52,No
CUST-00354,Female,1,Yes,No,58,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),73.93,4195.0,No
CUST-00355,Female,0,Yes,Yes,16,Yes,No,No,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),106.58,7195.18,No
